"","year_commencing","yQ","operator","region","ppm","p_journey_millions","p_km_billions","trains_planned","yrly_stations_managed","yrly_fte","p_journeys_per_fte","p_km_per_fte","trains_planned_per_fte","p_journeys_per_station","p_km_per_station","trains_planned_per_station"
"27",2021,2021 Q2,"Elizabeth line","lse",95.2139456257076,7.02532916,0.0832582445988902,46056,24,1425.2,4929.36371035644,58418.6392077534,32.3154644962111,292722.048333333,3469093.52495376,1919
"28",2021,2021 Q2,"Govia Thameslink Railway","lse",90.232342355073,33.7030842058424,0.83471906010206,274975,235,7481.27,4504.99503504651,111574.513431818,36.7551231274904,143417.379599329,3551996.0004343,1170.10638297872
"29",2021,2021 Q2,"Great Western Railway","mutli",92.0275064273628,9.87579456,0.644558634457943,117022,194,6408.23,1541.1111274096,100582.943255461,18.2612047320399,50906.1575257732,3322467.18792754,603.20618556701
"30",2021,2021 Q2,"Greater Anglia","mutli",95.4434736949577,8.62736011203703,0.343272805405101,97944,133,2867,3009.19431881306,119732.40509421,34.1625392396233,64867.3692634363,2580998.53688046,736.421052631579
"31",2021,2021 Q2,"London North Eastern Railway","mutli",91.5150650400703,3.04332813,0.80875923748659,12015,11,3005,1012.75478535774,269137.849413175,3.99833610648918,276666.193636364,73523567.0442355,1092.27272727273
"32",2021,2021 Q2,"London Overground","lse",95.9377538417029,25.4783338375961,0.172796960254677,128384,81,1534,16609.0833361122,112644.693777495,83.6923076923077,314547.331328347,2133295.8056133,1584.98765432099
"33",2021,2021 Q2,"Merseyrail","regional",97.6240339901642,4.20209864283871,0.0775187256128985,42701,66,1128.5,3723.61421607329,68691.8259750984,37.8387239698715,63668.161255132,1174526.14564998,646.984848484848
"34",2021,2021 Q2,"Northern Trains","regional",92.6376831805134,11.80083129,0.339682149038833,184391,477,6666,1770.30172367237,50957.4180976347,27.6614161416142,24739.6882389937,712121.905741788,386.56394129979
"35",2021,2021 Q2,"ScotRail","regional",93.9434596145704,7.60701648,0.230664371474845,145767,355,5211,1459.7997466897,44264.8956965736,27.9729418537709,21428.2154366197,649758.792886887,410.611267605634
"36",2021,2021 Q2,"South Western Railway","lse",91.7536483483793,20.39583356,0.544706357050944,125820,187,5643,3614.36001417686,96527.7967483509,22.2966507177034,109068.628663102,2912868.21952376,672.83422459893
"37",2021,2021 Q2,"Southeastern","lse",93.0579754509444,18.93605932,0.470714012998986,124136,164,4480,4226.79895535714,105070.092187274,27.7089285714286,115463.776341463,2870207.39633528,756.926829268293
"38",2021,2021 Q2,"TfW Rail","regional",91.9912365563382,3.06920943,0.123494601228134,63054,248,2585,1187.31505996132,47773.5401269377,24.3922630560928,12375.8444758065,497962.101726347,254.25
"39",2021,2021 Q2,"TransPennine Express","regional",94.9960046785793,2.5883120861904,0.181488918008512,24672,19,1427.5,1813.17834409135,127137.595802811,17.2833625218914,136226.951904758,9552048.31623747,1298.52631578947
"40",2021,2021 Q2,"Heathrow Express","lse",89.1038053769537,0.125702,0.003236764151808,13353,3,163,771.17791411043,19857.4487840982,81.920245398773,41900.6666666667,1078921.383936,4451
"41",2021,2021 Q3,"Avanti West Coast","longdistance",87.1554341226472,5.70635724,1.16205453349083,18823,16,3326,1715.68167167769,349385.007062787,5.65935057125676,356647.3275,72628408.3431769,1176.4375
"42",2021,2021 Q3,"c2c","lse",94.9856914401144,6.99314736,0.158585500102106,27157,25,647.76,10795.8925527973,244821.384621011,41.9244782018031,279725.8944,6343420.00408424,1086.28
"43",2021,2021 Q3,"Caledonian Sleeper","regional",84.7108603667136,0.06210596,0.0405684705936153,506,0,184,337.532391304348,220480.818443561,2.75,NA,NA,NA
"44",2021,2021 Q3,"Chiltern Railways","lse",92.3767289090671,3.59111929,0.193026038474903,28445,35,850,4224.84622352941,227089.457029298,33.4647058823529,102603.408285714,5515029.67071151,812.714285714286
"45",2021,2021 Q3,"CrossCountry","longdistance",89.8984828201695,5.27519861,0.492078210866288,20489,0,1961,2690.05538500765,250932.284990458,10.4482406935237,NA,NA,NA
"46",2021,2021 Q3,"East Midlands Railway","mutli",84.2074310331141,4.38832721,0.368678477892003,39595,90,2504.11,1752.44985643602,147229.346111793,15.8120050636753,48759.1912222222,4096427.53213337,439.944444444444
"47",2021,2021 Q3,"Elizabeth line","lse",95.5164374182029,9.19209633,0.113100392065098,49447,24,1425.2,6449.68869632332,79357.5582831168,34.6947796800449,383004.01375,4712516.33604575,2060.29166666667
"48",2021,2021 Q3,"Govia Thameslink Railway","lse",84.7511660691059,45.2111197418681,1.23621600774934,272496,235,7481.27,6043.2412868227,165241.464049465,36.4237622756564,192387.743582417,5260493.64999719,1159.55744680851
"49",2021,2021 Q3,"Great Western Railway","mutli",87.7577233453793,14.12344893,1.01549758156311,128238,194,6408.23,2203.9547472547,158467.717538714,20.0114540208451,72801.2831443299,5234523.61630469,661.020618556701
"50",2021,2021 Q3,"Greater Anglia","mutli",95.1531300273637,12.8121645394047,0.557922552082455,105405,133,2867,4468.84009047949,194601.517991788,36.7649110568539,96332.0642060504,4194906.406635,792.518796992481
"51",2021,2021 Q3,"London North Eastern Railway","mutli",87.7727718355162,4.96978125999999,1.2775076347067,12969,11,3005,1653.8373577371,425127.332681098,4.31580698835275,451798.296363635,116137057.700609,1179
"52",2021,2021 Q3,"London Overground","lse",95.2169686724074,29.2891161213437,0.199668025290128,135206,81,1534,19093.2960373818,130161.685326029,88.1395045632334,361594.026189428,2465037.34926084,1669.20987654321
"53",2021,2021 Q3,"Merseyrail","regional",97.5510404880208,5.36206386952421,0.0995000806092752,43558,66,1128.5,4751.4965613861,88170.2087809262,38.5981391227293,81243.391962488,1507576.97892841,659.969696969697
"54",2021,2021 Q3,"Northern Trains","regional",90.2013236229078,17.1712971999999,0.541559871110776,202453,477,6666,2575.95217521751,81242.1048771041,30.3709870987099,35998.5266247377,1135345.64174167,424.429769392034
"55",2021,2021 Q3,"ScotRail","regional",91.1103401294165,12.17777023,0.408007848798316,158116,355,5211,2336.9353732489,78297.4186909069,30.3427365189023,34303.5781126761,1149317.88393892,445.397183098592
"56",2021,2021 Q3,"South Western Railway","lse",91.0024876938548,27.48770148,0.822278500939653,134950,187,5643,4871.11491759702,145716.551646226,23.9145844409002,146993.056042781,4397211.23497141,721.657754010695
"57",2021,2021 Q3,"Southeastern","lse",91.9714236563048,24.38033062,0.659215632567571,132037,164,4480,5442.03808482143,147146.346555261,29.4725446428571,148660.552560976,4019607.51565592,805.103658536585
"58",2021,2021 Q3,"TfW Rail","regional",89.000171203561,4.67379029,0.205918745893724,63417,248,2585,1808.04266537718,79659.0893205896,24.5326885880077,18845.9285887097,830317.523765016,255.713709677419
"59",2021,2021 Q3,"TransPennine Express","regional",94.0405704869594,4.1486064429471,0.324449156780312,25141,19,1427.5,2906.20416318536,227284.873401269,17.6119089316988,218347.707523532,17076271.4094901,1323.21052631579
"60",2021,2021 Q3,"Heathrow Express","lse",91.1821816105083,0.323293,0.008324634396672,13758,3,163,1983.39263803681,51071.3766666994,84.4049079754601,107764.333333333,2774878.132224,4586
"61",2021,2021 Q3,"Hull Trains","longdistance",87.5455896258273,0.20050619,0.0468955997059968,1058,0,98,2045.98153061224,478526.527612212,10.7959183673469,NA,NA,NA
"62",2021,2021 Q4,"Avanti West Coast","longdistance",78.0509106401107,6.36537042,1.21843155318154,20119,16,3326,1913.82153337342,366335.403842916,6.04900781719784,397835.65125,76151972.0738463,1257.4375
"63",2021,2021 Q4,"c2c","lse",94.6527172333623,7.64801259999999,0.169234809279402,26053,25,647.76,11806.8614919106,261261.592687727,40.2201432629369,305920.504,6769392.37117608,1042.12
"64",2021,2021 Q4,"Caledonian Sleeper","regional",81.7700676271684,0.04955643,0.0327346328959372,486,0,184,269.328423913043,177905.613564876,2.64130434782609,NA,NA,NA
"65",2021,2021 Q4,"Chiltern Railways","lse",93.3379644621796,4.20411507,0.223319862947554,27351,35,850,4946.01772941176,262729.250526534,32.1776470588235,120117.573428571,6380567.51278726,781.457142857143
"66",2021,2021 Q4,"CrossCountry","longdistance",86.3142068164732,6.29060967,0.538113630366512,19193,0,1961,3207.8580673126,274407.766632592,9.78735339112698,NA,NA,NA
"67",2021,2021 Q4,"East Midlands Railway","mutli",82.258365770383,5.32767987,0.4345213511232,38243,90,2504.11,2127.57421598891,173523.268196365,15.2720926796347,59196.443,4828015.01248,424.922222222222
"68",2021,2021 Q4,"Elizabeth line","lse",92.9290202958416,10.71938688,0.132962897527511,48694,24,1425.2,7521.32113387595,93294.2025873639,34.166432781364,446641.12,5540120.73031296,2028.91666666667
"69",2021,2021 Q4,"Govia Thameslink Railway","lse",85.1616671329149,51.0185019657142,1.34553072037164,267586,235,7481.27,6819.49748715314,179853.249564798,35.7674565949364,217100.008364741,5725662.63987932,1138.66382978723
"70",2021,2021 Q4,"Great Western Railway","mutli",87.8943299602514,15.7521571,1.0835261080833,127875,194,6408.23,2458.11356646063,169083.523544458,19.954808113941,81196.6860824742,5585186.12414072,659.149484536082
"71",2021,2021 Q4,"Greater Anglia","mutli",94.3580070404767,14.4303870094047,0.623031634868414,107014,133,2867,5033.27066948193,217311.348053161,37.3261248692013,108499.150446652,4684448.38246928,804.616541353383
"72",2021,2021 Q4,"London North Eastern Railway","mutli",85.4259587152879,4.72032388,1.11140967233032,12748,11,3005,1570.82325457571,369853.468329557,4.24226289517471,429120.352727273,101037242.93912,1158.90909090909
"73",2021,2021 Q4,"London Overground","lse",95.0606940977227,35.8075744422813,0.243860413715224,134880,81,1534,23342.6169767153,158970.282734827,87.9269882659713,442068.820275078,3010622.39154598,1665.18518518519
"74",2021,2021 Q4,"Merseyrail","regional",96.1013632551699,5.84962088178765,0.10641541608862,43949,66,1128.5,5183.53644819464,94298.1090727692,38.9446167478954,88630.619421025,1612354.78922151,665.893939393939
"75",2021,2021 Q4,"Northern Trains","regional",81.6553731449676,19.69786964,0.578342305355443,202413,477,6666,2954.97594359436,86760.021805497,30.3649864986499,41295.3241928721,1212457.66321896,424.345911949686
"76",2021,2021 Q4,"ScotRail","regional",85.9027427225307,14.11607602,0.442909793659829,161310,355,5211,2708.89963922472,84995.1628593032,30.9556706966033,39763.5944225352,1247633.22157698,454.394366197183
"77",2021,2021 Q4,"South Western Railway","lse",87.6354919250881,31.12345185,0.882595859546269,133429,187,5643,5515.40879851143,156405.433199764,23.6450469608364,166435.571390374,4719763.95479288,713.524064171123
"78",2021,2021 Q4,"Southeastern","lse",87.5036736675767,27.55081022,0.723632832479715,134159,164,4480,6149.73442410714,161525.185821365,29.9462053571429,167992.745243902,4412395.31999826,818.042682926829
"79",2021,2021 Q4,"TfW Rail","regional",78.3414453060551,5.24102544,0.211603680879655,69268,248,2585,2027.47599226306,81858.2904756886,26.7961315280464,21133.1670967742,853240.648708286,279.306451612903
"80",2021,2021 Q4,"TransPennine Express","regional",88.1000098755104,4.97944431775776,0.374531778327731,24592,19,1427.5,3488.22719282505,262369.021595608,17.2273204903678,262076.016724093,19712198.8593543,1294.31578947368
"81",2021,2021 Q4,"Heathrow Express","lse",90.7861936720997,0.665806,0.017144174260224,13410,3,163,4084.69938650307,105178.983191558,82.2699386503067,221935.333333333,5714724.753408,4470
"82",2021,2021 Q4,"Hull Trains","longdistance",86.286424526999,0.22160721,0.051478247060064,1034,0,98,2261.29806122449,525288.235306776,10.5510204081633,NA,NA,NA
"83",2022,2022 Q1,"Avanti West Coast","longdistance",84.4403270632778,6.10065155,1.18440577937011,17734,16,3278.647,1860.72228879779,361248.337918083,5.40893850420616,381290.721875,74025361.2106319,1108.375
"84",2022,2022 Q1,"c2c","lse",95.2839447678353,7.625609,0.170988560987904,25327,25,633.4,12039.1679823177,269953.522241718,39.9857909693716,305024.36,6839542.43951616,1013.08
"85",2022,2022 Q1,"Caledonian Sleeper","regional",89.161610590182,0.06390814,0.0443778327262195,518,0,187,341.754759358289,237314.613509195,2.77005347593583,NA,NA,NA
"86",2022,2022 Q1,"Chiltern Railways","lse",94.4250341789457,3.96797643,0.208298541816794,27272,35,895.5,4431.01778894472,232605.853508424,30.4544946957007,113370.755142857,5951386.90905126,779.2
"87",2022,2022 Q1,"CrossCountry","longdistance",88.6144702629081,5.70419903,0.48257943536183,17306,0,1913.6,2980.8732389214,252184.069482562,9.0436872909699,NA,NA,NA
"88",2022,2022 Q1,"East Midlands Railway","mutli",87.8705596036772,5.32306882,0.443805287861929,39564,102,2294,2320.4310462075,193463.508222288,17.2467306015693,52186.9492156863,4351032.23394048,387.882352941176
"89",2022,2022 Q1,"Elizabeth line","lse",93.0822961645923,10.4348650399999,0.130521010988586,44994,24,1255.371429,8312.17343245741,103970.034663411,35.8411852943325,434786.043333329,5438375.45785775,1874.75
"90",2022,2022 Q1,"Govia Thameslink Railway","lse",84.757733253925,49.0679504128571,1.27900841530096,256417,235,7413,6619.17582798558,172535.87148266,34.590179414542,208799.788990881,5442589.00128068,1091.13617021277
"91",2022,2022 Q1,"Great Western Railway","mutli",89.9979156221304,15.3909332799999,1.06087614887079,126794,194,6230,2470.45478009629,170285.096126933,20.3521669341894,79334.7076288655,5468433.75706593,653.577319587629
"92",2022,2022 Q1,"Greater Anglia","mutli",94.4922679250386,13.714554876258,0.57798503601908,95059,134,2798.69,4900.34797575223,206519.848936138,33.9655338747771,102347.424449687,4313321.16432149,709.39552238806
"93",2022,2022 Q1,"London North Eastern Railway","mutli",86.1855829405856,4.96031836,1.19046096175868,12943,11,3016.5989,1644.34136735911,394636.808280571,4.29059362184346,450938.032727273,108223723.796244,1176.63636363636
"94",2022,2022 Q1,"London Overground","lse",94.6625682214029,36.3134310013152,0.247352156465434,131478,81,1529,23749.7913677666,161773.810637955,85.9895356442119,448313.9629792,3053730.32673375,1623.18518518519
"95",2022,2022 Q1,"Merseyrail","regional",97.2974137466742,5.62642594426275,0.0990442546072539,39787,66,1148.5,4898.9342135505,86237.9230363552,34.6425772747061,85248.877943375,1500670.52435233,602.833333333333
"96",2022,2022 Q1,"Northern Trains","regional",84.6557077484146,18.8228482699999,0.54105172132214,184499,465,6854,2746.25740735336,78939.5566562795,26.9184417858185,40479.2435913976,1163552.08886482,396.772043010753
"97",2022,2022 Q1,"ScotRail","regional",90.3275729811883,12.7939615299999,0.391915705157095,159413,355,4925.5,2597.49498122016,79568.7148831784,32.3648360572531,36039.3282535208,1103987.90185097,449.050704225352
"98",2022,2022 Q1,"South Western Railway","lse",89.9973517993678,29.5341107,0.808863887333272,126771,187,5265.06,5609.45377640521,153628.617211062,24.077788287313,157936.420855615,4325475.333333,677.919786096257
"99",2022,2022 Q1,"Southeastern","lse",89.7411550343084,26.91605189,0.689020254927544,133599,164,4555.72,5908.18836320055,151242.889143219,29.3255511752259,164122.267621951,4201343.01785088,814.628048780488
"100",2022,2022 Q1,"TfW Rail","regional",85.3937699161084,4.66354839,0.193726793265984,63704,248,2769,1684.1994907909,69962.7277955883,23.0061394005056,18804.6306048387,781156.424459613,256.870967741935
"101",2022,2022 Q1,"TransPennine Express","regional",88.4093296078315,4.45605220769596,0.310413949998682,21627,19,1569.5,2839.15400299201,197778.878622926,13.7795476266327,234529.063562945,16337576.3157201,1138.26315789474
"102",2022,2022 Q1,"Heathrow Express","lse",89.942584558268,0.668595,0.01721598962688,13237,3,183,3653.52459016393,94076.4460485246,72.3333333333333,222865,5738663.20896,4412.33333333333
"103",2022,2022 Q1,"Hull Trains","longdistance",88.7550763198431,0.23410894,0.0550963049746982,1020,0,101,2317.9102970297,545507.970046517,10.0990099009901,NA,NA,NA
"104",2022,2022 Q2,"Avanti West Coast","longdistance",76.6217780077917,7.17189505,1.43724876752717,19875,16,3278.647,2187.45569437637,438366.426006572,6.06195177461923,448243.440625,89828047.9704481,1242.1875
"105",2022,2022 Q2,"c2c","lse",93.2138303961397,8.18400924,0.187144910518452,25520,25,633.4,12920.7597726555,295460.862833047,40.2904957372908,327360.3696,7485796.42073808,1020.8
"106",2022,2022 Q2,"Caledonian Sleeper","regional",86.5503080082135,0.0685040099999999,0.0443130313313318,487,0,187,366.331604278074,236968.081985732,2.60427807486631,NA,NA,NA
"107",2022,2022 Q2,"Chiltern Railways","lse",93.8501024892956,4.8775035,0.268967140250307,26466,35,895.5,5446.68174204355,300354.148799896,29.5544388609715,139357.242857143,7684775.43572306,756.171428571429
"108",2022,2022 Q2,"CrossCountry","longdistance",85.4921366208799,6.78948135,0.60577988151441,18837,0,1913.6,3548.01491952341,316565.573533868,9.84375,NA,NA,NA
"109",2022,2022 Q2,"East Midlands Railway","mutli",86.4788359011722,6.40719183999999,0.563887503069454,40146,102,2294,2793.02172624237,245809.72234937,17.5004359197908,62815.6062745097,5528308.8536221,393.588235294118
"110",2022,2022 Q2,"Govia Thameslink Railway","lse",85.9769425994331,60.4294264232142,1.69343906679877,260505,235,7413,8151.81794458576,228441.800458488,35.1416430594901,257146.495417933,7206123.6885054,1108.53191489362
"111",2022,2022 Q2,"Great Western Railway","mutli",89.2787734451369,19.43883328,1.40594283028222,132222,194,6230,3120.19795826645,225673.006465846,21.2234349919743,100200.171546392,7247127.99114546,681.556701030928
"112",2022,2022 Q2,"Greater Anglia","mutli",95.4727222586613,16.507505805,0.722853342637205,99590,134,2798.69,5898.29734804498,258282.747513017,35.5845056079809,123190.341828358,5394427.9301284,743.208955223881
"113",2022,2022 Q2,"London North Eastern Railway","mutli",88.5928826069229,6.10293529,1.51469552025918,13663,11,3016.5989,2023.11791932298,502120.291915236,4.52927301670766,554812.299090909,137699592.750835,1242.09090909091
"114",2022,2022 Q2,"London Overground","lse",94.7544443179962,38.1064931083629,0.260517024054709,132748,81,1529,24922.4938576605,170383.92678529,86.8201438848921,470450.532202011,3216259.55623098,1638.86419753086
"115",2022,2022 Q2,"Merseyrail","regional",94.8200508389047,6.34089631456872,0.113044487031546,45508,66,1148.5,5521.02421817041,98427.9382077022,39.6238572050501,96074.1865843746,1712795.25805373,689.515151515152
"116",2022,2022 Q2,"Northern Trains","regional",86.2968641338439,20.19362192,0.624906314262616,178203,465,6854,2946.25356288299,91173.9588944581,25.9998540997957,43427.1439139785,1343884.54680132,383.232258064516
"117",2022,2022 Q2,"ScotRail","regional",91.2938160807293,14.50755401,0.499291090890324,142333,355,4925.5,2945.39722058674,101368.610474129,28.8971678002233,40866.3493239437,1406453.77715584,400.938028169014
"118",2022,2022 Q2,"South Western Railway","lse",90.5484783311522,34.32103553,1.02569201717444,131567,187,5265.06,6518.64091387373,194811.078539359,24.988699084151,183534.949358289,5484984.04906118,703.566844919786
"119",2022,2022 Q2,"Southeastern","lse",91.3395744355403,29.70362485,0.790785807820842,134488,164,4555.72,6520.07253518653,173580.862700263,29.5206904726366,181119.663719512,4821864.6818344,820.048780487805
"120",2022,2022 Q2,"TfW Rail","regional",86.6179235969874,5.87110709,0.256689907470121,74526,248,2769,2120.29869628025,92701.3028061109,26.9144095341278,23673.8189112903,1035039.94947629,300.508064516129
"121",2022,2022 Q2,"TransPennine Express","regional",87.8572513617326,5.08328675507375,0.3713266416106,19748,19,1569.5,3238.79372734868,236589.131322459,12.5823510672189,267541.408161776,19543507.4531895,1039.36842105263
"122",2022,2022 Q2,"Heathrow Express","lse",89.6608964359385,1.371898,0.035325693038592,13210,3,183,7496.71038251366,193036.573981377,72.1857923497268,457299.333333333,11775231.012864,4403.33333333333
"123",2022,2022 Q2,"Hull Trains","longdistance",90.4742677889244,0.27393464,0.0629148787204608,1150,0,101,2712.22415841584,622919.591291691,11.3861386138614,NA,NA,NA
"124",2022,2022 Q3,"Avanti West Coast","longdistance",65.890807195155,6.40437162,1.25215714477928,17385,16,3278.647,1953.35808338013,381912.766082863,5.30249215606316,400273.22625,78259821.548705,1086.5625
"125",2022,2022 Q3,"c2c","lse",90.2139622346687,8.42403710999999,0.195591759351436,26513,25,633.4,13299.7112567098,308796.588808709,41.8582254499526,336961.4844,7823670.37405744,1060.52
"126",2022,2022 Q3,"Caledonian Sleeper","regional",86.7085076708507,0.06768466,0.0432900682974144,512,0,187,361.950053475936,231497.691430024,2.7379679144385,NA,NA,NA
"127",2022,2022 Q3,"Chiltern Railways","lse",89.3048788255151,4.94961388,0.271809474803412,26915,35,895.5,5527.20701284199,303528.168401353,30.0558347292016,141417.539428571,7765984.9943832,769
"128",2022,2022 Q3,"CrossCountry","longdistance",78.8449889187601,6.94929913,0.622854952361833,19515,0,1913.6,3631.53173599498,325488.582965005,10.1980560200669,NA,NA,NA
"129",2022,2022 Q3,"East Midlands Railway","mutli",80.3590021837879,6.43239305,0.559537691565853,39822,102,2294,2804.00743243243,243913.553428881,17.359197907585,63062.6769607843,5485663.64280248,390.411764705882
"130",2022,2022 Q3,"Elizabeth line","lse",94.1075009864901,35.11798540529,0.365543489095828,79014,24,1255.371429,27974.1792700063,291183.533933866,62.9407346500953,1463249.39188708,15230978.7123262,3292.25
"131",2022,2022 Q3,"Govia Thameslink Railway","lse",79.0900965218001,63.9803621596428,1.80623569830772,269188,235,7413,8630.83261292902,243657.857589062,36.3129637123971,272256.860253799,7686109.35450094,1145.48085106383
"132",2022,2022 Q3,"Great Western Railway","mutli",83.7583876240015,19.99837877,1.39920459854199,128792,194,6230,3210.01264365971,224591.428337398,20.6728731942215,103084.426649485,7212394.83784531,663.876288659794
"133",2022,2022 Q3,"Greater Anglia","mutli",91.8551544270264,16.7856742228571,0.734867767780918,96582,134,2798.69,5997.68971299326,262575.622087805,34.5097170461895,125266.22554371,5484087.81926058,720.761194029851
"134",2022,2022 Q3,"London North Eastern Railway","mutli",79.9185470436795,5.86383741,1.43090277738591,13197,11,3016.5989,1943.85717305672,474343.068077732,4.374794408365,533076.128181818,130082070.671446,1199.72727272727
"135",2022,2022 Q3,"London Overground","lse",92.7388224507838,38.6463454503496,0.264360221321067,127612,81,1529,25275.5692938846,172897.463257729,83.461085676913,477115.375930242,3263706.43606256,1575.45679012346
"136",2022,2022 Q3,"Merseyrail","regional",94.6329982065886,6.65437746891128,0.11789862685506,50741,66,1148.5,5793.97254585222,102654.442189865,44.1802350892468,100823.90104411,1786342.83113727,768.80303030303
"137",2022,2022 Q3,"Northern Trains","regional",83.5809282283998,20.48525474,0.635827809151307,171529,465,6854,2988.80285088999,92767.4072295458,25.0261161365626,44054.3112688172,1367371.63258346,368.879569892473
